Protein.Group	Protein.Ids	Genes	proteomics_stem_cell_all	proteomics_stem_cell_sorted	proteomics_stem_cell_unsorted	proteomics_pooled	proteomics_human_islets
Q5VT25	Q5VT25	CDC42BPA	8073.7	8854.1	7683.5	13844.6	11595.4
Q5VT52	Q5VT52	RPRD2	8747	8629.6	8805.8	15835.1	7996
Q5VT66	Q5VT66	MTARC1	6728.3	5157.8	7513.6	3511.6	4832.2
Q5VTB9	Q5VTB9	RNF220	3168.5	2702.5	3401.5	4338.5	2430
Q5VTE6	Q5VTE6	ANGEL2	3378.6	3293.4	3429.7	871.3	2979.9
Q5VTJ3	Q5VTJ3	KLHDC7A				57496.4	5160
Q5VTL8	Q5VTL8	PRPF38B	10451.2	8402.7	11475.4	12056.9	8187.6
Q5VTQ0	Q5VTQ0	TTC39B	4249.6	5494.1	3627.3	7314	12153.5
Q5VTR2	Q5VTR2	RNF20	15442.6	15104.9	15611.5	18827.2	14181.8
Q5VU43	Q5VU43	PDE4DIP	8405.1	8705	8255.2	16748	10475.3
Q5VUA4	Q5VUA4	ZNF318	4530.2	5149.5	4220.6	7426.9	3785
Q5VUB5	Q5VUB5	FAM171A1	2690.9	2270.2	2817.1	1909.1	1355.8
Q5VUD6	Q5VUD6	DIPK1B	2172.9	3106.9	1653.9	3123.6	2645.3
Q5VUJ6	Q5VUJ6	LRCH2	1811	2396.3	1518.4		1338.2
Q5VV17	Q5VV17	OTUD1	8832.8	8832.8			3979.6
Q5VV41	Q5VV41	ARHGEF16	14243.4	15153.5	13788.3	28062.3	11286.2
Q5VV42	Q5VV42	CDKAL1	5828	5061.7	6211.1	5908.2	5771.9
Q5VV43	Q5VV43	KIAA0319	1572.9	1812.1	1273.8	3502.2	1938.5
Q5VW32	Q5VW32	BROX	21333.8	22196.9	20902.3	37537.6	38265.6
Q5VW36	Q5VW36	FOCAD	10374	10653.9	10234	8656.3	8785.9
Q5VW38	Q5VW38	GPR107	5508.1	6742.5	4834.9	18462.3	7708.2
Q5VWG9	Q5VWG9	TAF3	1705.4	5120.3	1022.4	4004.3	1253.4
Q5VWJ9	Q5VWJ9	SNX30	4652.9	4942.6	4508.1	2427.1	2571.8
Q5VWN6	Q5VWN6	TASOR2	17006.2	15005.7	18006.5	10444.8	14068.5
Q5VWP2	Q5VWP2	TENT5C	2787.9	2926.8	2718.4	8330.6	4869.6
Q5VWP3	Q5VWP3	MLIP	5246.6	1184.9	6600.5	14492.6	6974.2
Q5VWQ0	Q5VWQ0	RSBN1	2540.5	2392.1	2614.8	4105.4	2604.2
Q5VWQ8	Q5VWQ8	DAB2IP	6219	5883.9	6386.5	14971	6646.8
Q5VWZ2	Q5VWZ2	LYPLAL1	46059.8	40888.3	48645.5	48769.9	66725.2
Q5VYK3	Q5VYK3	ECPAS	34245.7	32720.8	35008.1	46398.6	40240.2
Q5VYS8	Q5VYS8	TUT7	4162.9	4247.4	4120.6	3584.5	4176.4
Q5VYX0	Q5VYX0	RNLS	2840	3016.3	2751.9	17537.4	5515.4
Q5VYY1	Q5VYY1	ANKRD22				369.9	1615.5
Q5VZ89	Q5VZ89	DENND4C	6931.8	7562.7	6616.3	15213.5	9771.2
Q5VZE5	Q5VZE5	NAA35	11228	11789	10947.6	10113.4	9706.7
Q5VZF2	Q5VZF2	MBNL2	25166.4	28471.7	23513.8	48061	43512.1
Q5VZK9	Q5VZK9	CARMIL1	12307.9	10502.8	13210.5	12456.3	8909.6
Q5VZL5	Q5VZL5	ZMYM4	4068.5	3562.1	4321.7	6249.7	2774.8
Q5VZM2	Q5VZM2	RRAGB	1223.3	1150	1263.3	2300.1	1015.4
Q5VZP5	Q5VZP5	STYXL2	3435.6	3435.6		9155.6	5524.4
Q5W0B7	Q5W0B7	TMEM236	611.6		611.6		965.5
Q5W0U4	Q5W0U4	BSPRY	4537.5	4252.1	4680.1	9564.9	8956.6
Q5W0V3	Q5W0V3	FAM160B1	7591.2	8320.8	7226.5	9175.5	10423
Q5W0Z9	Q5W0Z9	ZDHHC20	21419.4	24899.7	19679.3	13634.1	12235.5
Q5W111	Q5W111	SPRYD7	5726	6386.1	5396	8166.4	11144.7
Q5XKK7	Q5XKK7	FAM219B	223.9	337.5	178.5	725.3	205.1
Q5XKP0	Q5XKP0	MICOS13	4009.5	3697.1	4139.7	13384.7	3889
Q5XPI4	Q5XPI4	RNF123	6623.9	7290.3	6290.7	9844.3	6581.3
Q5XUX1	Q5XUX1	FBXW9	3754.5	4044.4	3609.5	1828.6	1922.7
Q5ZPR3	Q5ZPR3	CD276	6307.7	6017	6404.6		3731.6
Q629K1	Q629K1	TRIQK	20343.5	20682.9	20173.7	40413.7	23585.5
Q63HM1	Q63HM1	AFMID	4274.5		4274.5	3155.7	5699.8
Q63HM9	Q63HM9	PLCXD3	18537.9	22624.8	16494.4	59667.6	46969.7
Q63HN8	Q63HN8	RNF213	317914.5	345315	304214.3	238388.3	267895
Q63HQ0	Q63HQ0	AP1AR	3957	4602.2	3311.8	3872.3	4120
Q63HR2	Q63HR2	TNS2	4841	6031.3	4245.8	13245.5	8525.9
Q63ZY3	Q63ZY3	KANK2	12437.1	11775.4	12798	36159.4	29087.7
Q641Q2	Q641Q2	WASHC2A	9841.7	10960.6	9282.2	28204.1	13875.3
Q643R3	Q643R3	LPCAT4	2544.2	2462.6	2585.1	1538.8	1250.7
Q658P3	Q658P3	STEAP3	4274.2	3899.7	4367.9	4426.1	9646.1
Q658Y4	Q658Y4	FAM91A1	11282.6	12392.5	10727.6	10719.6	14131.8
Q659A1	Q659A1	ICE2	597	720.1	514.9	2783.5	601.5
Q659C4	Q659C4	LARP1B	1906.5	1911.7	1903.9	2039.9	2018.1
Q66GS9	Q66GS9	CEP135	2856.1	2528.8	2992.4	4868.2	3587.8
Q66K14	Q66K14	TBC1D9B	16828	18178.9	16152.6	25179.3	23485.5
Q66K74	Q66K74	MAP1S	22371.3	20895.4	23109.3	31503.4	23853.3
Q66LE6	Q66LE6	PPP2R2D	16178.4	16516.8	16009.2	40665.8	14096
Q66PJ3	Q66PJ3	ARL6IP4	6255.6	4835.1	6965.9	11495.8	5041.4
Q676U5	Q676U5	ATG16L1	8184.4	8648.6	7952.4	17646	9973.6
Q684P5	Q684P5	RAP1GAP2	30303.4	38243.4	26333.3	28663.5	32494.1
Q687X5	Q687X5	STEAP4	3671.3		3671.3	15048	20238.6
Q68CP9	Q68CP9	ARID2	7434.1	6959.2	7671.5	4684.7	4764.9
Q68CQ4	Q68CQ4	DIEXF	3134.7	2775.9	3284.3	2953	4126.1
Q68CQ7	Q68CQ7	GLT8D1	6263.6	5961	6414.9	30141.8	16871.6
Q68CZ2	Q68CZ2	TNS3	10282.5	9966.5	10440.5	16743.7	17010
Q68D10	Q68D10	SPTY2D1	2226.1	1977.5	2391.8	2427.5	2992.7
Q68D91	Q68D91	MBLAC2	8663.5	8622.1	8684.2	12479.8	10712.6
Q68DA7	Q68DA7	FMN1	8152	6008.6	9070.6	10735	9018.6
Q68DH5	Q68DH5	LMBRD2	8398.4	9342.4	7926.5	16197	17887.2
Q68DK2	Q68DK2	ZFYVE26	3129.9	2929.9	3229.9	489.9	2104.2
Q68DK7	Q68DK7	MSL1	2839.3	2950.9	2794.7	8106.9	3051.7
Q68DQ2	Q68DQ2	CRYBG3	21185.9	18942.6	22307.5	30044.3	27734.5
Q68DU8	Q68DU8	KCTD16	16493.2	18690.3	15175	16133.2	8303.9
Q68E01	Q68E01	INTS3	10842.5	11652.6	10437.4	13421.3	8172.9
Q68EM7	Q68EM7	ARHGAP17	23182.6	21892.3	23827.8	19235.7	14359.1
Q69YL0	Q69YL0	NCBP2AS2	742.6	659	784.4	2683.1	900.9
Q69YN2	Q69YN2	CWF19L1	9907	10287.6	9716.8	15644.1	11537.7
Q69YN4	Q69YN4	VIRMA	6094.7	6121.4	6081.4	4200.1	5378
Q69YQ0	Q69YQ0	SPECC1L	6921.4	7571.8	6596.2	14518.9	12660
Q69YU5	Q69YU5	BRAWNIN				1062.9	976.5
Q6A162	Q6A162	KRT40				22715.5	4194
Q6AI08	Q6AI08	HEATR6	2339.7	2240.1	2381.3	1847.3	1192.4
Q6AI12	Q6AI12	ANKRD40	640	660.2	628.5		530
Q6AI39	Q6AI39	BICRAL	1502.8	1525.8	1487.4	5043.3	1688.8
Q6BCY4	Q6BCY4	CYB5R2	28282.9	32475	26186.9	3205.9	3894.3
Q6BDS2	Q6BDS2	UHRF1BP1	7392.7	8151.8	7013.1	3902.3	4197.7
Q6DD87	Q6DD87	ZNF787	5705	4939.5	6087.7	5944	4144
Q6DD88	Q6DD88	ATL3	7392.1	7234.3	7470.9	25305	34269.9
Q6DHV7	Q6DHV7	ADAL	1483	1157.5	1645.7	2642.2	1703.7
Q6DKI1	Q6DKI1	RPL7L1	8518.3	8304.8	8625	11895.5	8406.4
Q6DKJ4	Q6DKJ4	NXN	13225	13089.4	13292.8	17333.2	6799.7
Q6DKK2	Q6DKK2	TTC19	18328.9	18205.3	18390.7	10575.2	21724.6
Q6DN03	Q6DN03	H2BC20P	813.3	727.3	856.3	7535.6	1785.4
Q6DN12	Q6DN12	MCTP2	714	554.4	793.8	3325.3	3500.6
Q6DN90	Q6DN90	IQSEC1	18329.4	21195.1	16896.6	13922.9	11286.5
Q6DT37	Q6DT37	CDC42BPG	8819.8	10471.5	7994	12323	10198.9
Q6E0U4	Q6E0U4	DMKN	511.9		511.9		3376.3
Q6EMK4	Q6EMK4	VASN	1484.8		1484.8	858.5	1489.9
Q6F5E8	Q6F5E8	CARMIL2	77455.9	81419.5	75474.1	155400	124020.5
Q6FI81	Q6FI81	CIAPIN1	38056.2	37512.9	38327.8	28573.5	20327
Q6FIF0	Q6FIF0	ZFAND6	2920.3	3421.8	2669.6	2736.8	2615.3
Q6GMR7	Q6GMR7	FAAH2	462.6	669.2	393.8		845.5
Q6GMV2	Q6GMV2	SMYD5	6930.2	6949.5	6920.5	15231.5	10864.2
Q6GMV3	Q6GMV3	PTRHD1	12358.5	11623.7	12725.9	5886.6	11687.3
Q6GPI1	Q6GPI1	CTRB2	9291.4	6236.4	10819	299439.3	127672.2
Q6GQQ9	Q6GQQ9	OTUD7B	4053.8	3923	4108.4	7283	4351.7
Q6GTS8	Q6GTS8	PM20D1				4192	4699.3
Q6GYQ0	Q6GYQ0	RALGAPA1	5784.8	6369.6	5492.4	10105.7	6749.7
Q6H8Q1	Q6H8Q1	ABLIM2	3587	3995	3364.5	13183.2	11272
Q6I9Y2	Q6I9Y2	THOC7	8869.8	8836.3	8886.6	10313.7	6449.6
Q6IA17	Q6IA17	SIGIRR	5233.8	5599.7	5050.8	8282.1	6213.4
Q6IA69	Q6IA69	NADSYN1	16501.1	14785	17359.2	9824.6	11910.2
Q6IA86	Q6IA86	ELP2	10377.8	10208.6	10462.4	6021.6	10336.6
Q6IAA8	Q6IAA8	LAMTOR1	22592.7	22185.4	22796.4	34276.7	26609.8
Q6IAN0	Q6IAN0	DHRS7B	9241.6	5787.9	10968.5	19039.5	13746.6
Q6IBS0	Q6IBS0	TWF2	11330.1	11666.9	11161.8	20564.2	11312.4
Q6IBW4	Q6IBW4	NCAPH2	3541.8	4173.9	3331.2		3953.9
Q6IC98	Q6IC98	GRAMD4	3169.1	3227.1	3137.4	3204.6	3249.1
Q6ICB0	Q6ICB0	DESI1	3845		3845		3950.3
Q6ICG6	Q6ICG6	KIAA0930	5760.8	6215.7	5512.7	3085.4	5071.7
Q6ICL3	Q6ICL3	TANGO2	7997.4	9276.6	7357.8	35520.2	36664.6
Q6IE81	Q6IE81	JADE1	486	367.4	545.3	1065	412.3
Q6IN84	Q6IN84	MRM1	2698.7	2712.8	2690.2	3949.4	3397.7
Q6IN85	Q6IN85	PPP4R3A	20010.6	20313.1	19859.3	15534.7	14949.2
Q6IPR1	Q6IPR1	ETFRF1	1598.2	1498.5	1626.6	3501.2	2045.2
Q6IPX3	Q6IPX3	TCEAL6				7287.9	922.5
Q6IQ22	Q6IQ22	RAB12	12221.4	14040	11312.2	12315	21845.5
Q6IQ23	Q6IQ23	PLEKHA7	4951.1	3036.4	5995.4	13042.1	5242
Q6IQ49	Q6IQ49	SDE2	5311.8	6361.6	4786.9	8008.3	7200.6
Q6JQN1	Q6JQN1	ACAD10	4471.1	3960.6	4726.4	6993.8	4745
Q6KB66	Q6KB66	KRT80	12407.1	13869.8	11529.5	17346.7	19642.2
Q6KC79	Q6KC79	NIPBL	12233.8	11408.7	12646.3	15897.3	10921.2
Q6KCM7	Q6KCM7	SLC25A25	10639.3	10418.8	10749.6	19336.6	19277.9
Q6L8Q7	Q6L8Q7	PDE12	38781.1	42863.4	36740	42568	60089.2
Q6L9W6	Q6L9W6	B4GALNT3	4391.2	3799.8	4613	5726.9	6330.5
Q6MZP7	Q6MZP7	LIN54	799.1	748.9	824.2	1476.3	560.3
Q6MZW2	Q6MZW2	FSTL4	6141.2	6583.7	5920	8152.6	11089.6
Q6MZZ7	Q6MZZ7	CAPN13	14057.8	8536.6	16818.3	11815	6948.6
Q6N043	Q6N043	ZNF280D	1215.3		1215.3	3061.2	1554.1
Q6N069	Q6N069	NAA16	12482.8	12248.8	12599.7	17279.5	12771.9
Q6N075	Q6N075	MFSD5	1702.6	1869.4	1610		2396.2
Q6NSI4	Q6NSI4	RADX	2277.1	2800.8	1986.2	1977.6	3335.2
Q6NSJ2	Q6NSJ2	PHLDB3	5403	5870.7	5169.1	9255.2	4130.6
Q6NT16	Q6NT16	SLC18B1	6988.5	7128.2	6918.7	5143.3	4963.4
Q6NT76	Q6NT76	HMBOX1	1575.9	1650.7	1541.9	3456.3	1210.1
Q6NTE8	Q6NTE8	MRNIP	1976.6	3449.5	1575	4815.1	1646.1
Q6NTF9	Q6NTF9	RHBDD2	34780.1	48681.6	27829.3	20512.3	31439.8
Q6NUJ1	Q6NUJ1	PSAPL1					565.8
Q6NUJ5	Q6NUJ5	PWWP2B	1383	1354.7	1397.2	2893.8	1723
Q6NUK1	Q6NUK1	SLC25A24	76097.3	69459.5	79416.1	83788.4	97239.3
Q6NUK4	Q6NUK4	REEP3	7451	8556.6	6898.2	3504.3	5385.6
Q6NUM9	Q6NUM9	RETSAT	23264.9	25639.2	22077.7	17420.4	14266.7
Q6NUN0	Q6NUN0	ACSM5	2376.6		2376.6	7164.1	3988.5
Q6NUP7	Q6NUP7	PPP4R4	16515.5	21309.3	14336.5	41368.8	20387.7
Q6NUQ1	Q6NUQ1	RINT1	4636.3	4186.3	4861.3	6192.4	5360.7
Q6NUQ4	Q6NUQ4	TMEM214	10147.1	9776.7	10332.4	43115.9	20338.5
Q6NUS6	Q6NUS6	TCTN3	2056.5	2531.4	1819.1	2088.5	1898
Q6NV74	Q6NV74	CRACDL	2367.5	1816.3	2826.7	7282.6	3133.7
Q6NVY1	Q6NVY1	HIBCH	29796.8	27645.7	30872.4	46810	51828.3
Q6NW29	Q6NW29	RWDD4	6987.4	6717.7	7122.2	16408.6	10616.7
Q6NW34	Q6NW34	NEPRO	1958	1623.9	2106.5	2584.9	2327
Q6NWY9	Q6NWY9	PRPF40B	3217.5	3303.8	3178.3	10390.2	4380.1
Q6NXE6	Q6NXE6	ARMC6	10060.9	9137.3	10522.7	18249.5	6560.7
Q6NXG1	Q6NXG1	ESRP1	6502.2	7068.7	6218.9	9710.1	11791.6
Q6NXR4	Q6NXR4	TTI2	1723.8	1780.5	1695.4	2201.6	1216.3
Q6NXT1	Q6NXT1	ANKRD54	1694.4	2143.5	1604.6		2024.8
Q6NXT4	Q6NXT4	SLC30A6	3594.1	3190.7	3836.1	3702.7	6299.2
Q6NXT6	Q6NXT6	TAPT1	9948.6	12039.8	8903	18878.3	13916.2
Q6NY19	Q6NY19	KANK3	2035.3		2035.3	4742.8	5910.9
Q6NYC1	Q6NYC1	JMJD6	2224.2	2166.3	2255.8	2455.7	1800.4
Q6NYC8	Q6NYC8	PPP1R18	2610.8	2774.4	2521.6	3796.8	4281.6
Q6NZ67	Q6NZ67	MZT2B	1073.4	804.9	1207.7	4050.3	1871.7
Q6NZI2	Q6NZI2	CAVIN1	5283.8	3153.5	6136	45485.1	34970.2
Q6NZY4	Q6NZY4	ZCCHC8	10210.4	9847.1	10392.1	13817.7	8965.3
Q6P087	Q6P087	RPUSD3	1315.4	961.3	1846.6	5802.3	2177.6
Q6P158	Q6P158	DHX57	7969.3	8175.5	7866.2	7590.2	4748.7
Q6P161	Q6P161	MRPL54	14280.7	12555.4	15143.4	16343.5	19253.9
Q6P179	Q6P179	ERAP2	1637.5		1637.5	3285.6	6297.2
Q6P1A2	Q6P1A2	LPCAT3	32073.3	35870	30174.9	12200.2	38410.1
Q6P1J9	Q6P1J9	CDC73	21224.9	19200.3	22237.3	23651.9	19539.4
Q6P1K2	Q6P1K2	PMF1	431.9		431.9		254.6
Q6P1L5	Q6P1L5	FAM117B	2458.1	2593.3	2390.5	5700.9	1211.5
Q6P1L8	Q6P1L8	MRPL14	9269.1	9449.3	9179	15505.8	12570.8
Q6P1M0	Q6P1M0	SLC27A4	13772.8	15601.2	12858.6	23303.3	19727.6
Q6P1M3	Q6P1M3	LLGL2	21535.9	23645.9	20480.9	22293.8	20356.9
Q6P1M9	Q6P1M9	ARMCX5	789.1	769.7	827.9	1455.1	1273.1
Q6P1N0	Q6P1N0	CC2D1A	15077.2	17359.1	13936.2	21137.5	13879.8
Q6P1N9	Q6P1N9	TATDN1	8293.8	6418.9	9231.3	12651.5	10880.8
Q6P1Q0	Q6P1Q0	LETMD1	7690.5	8958.1	7056.7	23873.2	23372.2
Q6P1Q9	Q6P1Q9	METTL2B	3073.9	3145.1	3038.2	4630.7	3232
Q6P1R3	Q6P1R3	MSANTD2	4793	6407.4	4389.4		2804.8
Q6P1R4	Q6P1R4	DUS1L	937.1		937.1	2116.6	1462.2
Q6P1S2	Q6P1S2	C3orf33	3217.3	2698	3866.4	5112.1	6219.3
Q6P1X5	Q6P1X5	TAF2	141508.8	335126.3	58529.8	17282.6	41677.3
Q6P1X6	Q6P1X6	C8orf82	10391.3	9306	10933.9	58798.1	19587.5
Q6P2C8	Q6P2C8	MED27	2138.7	2050.2	2197.6	1221.6	2059.9
Q6P2E9	Q6P2E9	EDC4	43368.5	45488	42308.7	49231.8	32305.3
Q6P2H3	Q6P2H3	CEP85	2411	1953.2	2672.5		2864.1
Q6P2P2	Q6P2P2	PRMT9	5128.8	5518.2	4934.1	4095.5	4539.3
Q6P2Q9	Q6P2Q9	PRPF8	148800.2	143203	151598.8	83008.1	115392.1
Q6P3S6	Q6P3S6	FBXO42	3629.6	4409.6	3275.1		3076.6
Q6P3W7	Q6P3W7	SCYL2	13704.5	16425.2	12344.2	9877.1	9295.2
Q6P3X3	Q6P3X3	TTC27	3489.1	2681.3	3929.7	6868.9	4005.6
Q6P4A7	Q6P4A7	SFXN4	3540.9	3297.2	3662.7	4620.6	5735.4
Q6P4A8	Q6P4A8	PLBD1	3320.6	1532.8	4133.2	7031.1	2634.6
Q6P4E1	Q6P4E1	GOLM2	24841.9	27724.6	23400.5	77964.7	54925.6
Q6P4F2	Q6P4F2	FDX2	3208.3	2595	3576.3	9685	4893.6
Q6P4I2	Q6P4I2	WDR73	4509.8	3623.1	4953.2		3044
Q6P4Q7	Q6P4Q7	CNNM4	1875.4	1891.8	1867.1	2364.7	1619.4
Q6P4R8	Q6P4R8	NFRKB	2130.4	2205.2	2093	5505.2	1926.8
Q6P582	Q6P582	MZT2A	433.4	199	511.6	790.6	397.2
Q6P587	Q6P587	FAHD1	16727.9	15431.7	17376	8940	10738.4
Q6P597	Q6P597	KLC3	1850.6	1546.4	2307	3163.5	2557
Q6P5R6	Q6P5R6	RPL22L1	6699	6983.2	6556.9	14183.5	6004.9
Q6P6B1	Q6P6B1	ERICH5	11668	11349.2	11784	35104.8	13076.1
Q6P6B7	Q6P6B7	ANKRD16	48550.4	9858.7	67896.3		5586.1
Q6P6C2	Q6P6C2	ALKBH5	12943.8	12377.7	13226.8	13148.6	9698.5
Q6P996	Q6P996	PDXDC1	44482.4	56030.1	38708.5	45695.4	57275.1
Q6P9B6	Q6P9B6	MEAK7	19888	20061	19801.6	11038.6	9608.1
Q6P9B9	Q6P9B9	INTS5	8209.8	7703.7	8462.9	6867.5	7135.7
Q6PCB0	Q6PCB0	VWA1	6695.4	7843	6121.6	28529.1	11766.6
Q6PCB5	Q6PCB5	RSBN1L	7621.1	6059.5	8401.9	4025.6	8807.8
Q6PCB7	Q6PCB7	SLC27A1	5866.2	5533.4	6004.9	13192	11163.8
Q6PCE3	Q6PCE3	PGM2L1	38114.2	45343.1	34499.8	10711.6	19650.1
Q6PD62	Q6PD62	CTR9	15804.4	14617.5	16397.9	30814.7	12359.2
Q6PD74	Q6PD74	AAGAB	1655.1	1719.2	1633.8	4341.4	1688.1
Q6PEY1	Q6PEY1	TMEM88	3365.1		3365.1	3220.2	4641.1
Q6PFW1	Q6PFW1	PPIP5K1	4692.2	5194	4418.6	11749.6	7741
Q6PGP7	Q6PGP7	TTC37	25752.4	27769.5	24743.9	28516.5	31846.3
Q6PHR2	Q6PHR2	ULK3	6193.2	6642.4	5968.6	5580.6	4258.7
Q6PI47	Q6PI47	KCTD18	3679	2999.2	4019	5947.6	5477.5
Q6PI48	Q6PI48	DARS2	11223	9631.1	12018.9	15421.6	21444.2
Q6PI78	Q6PI78	TMEM65	26796.2	30182	25103.3	23172.7	36229.1
Q6PI98	Q6PI98	INO80C	960.2	1107.3	918.2	14467.3	1093.9
Q6PID6	Q6PID6	TTC33	1046.3	901.6	1136.7	1080	759.3
Q6PII3	Q6PII3	CCDC174	4504.5	3229.6	4759.5	6028.9	7607.7
Q6PIJ6	Q6PIJ6	FBXO38	6854.7	7956.9	6303.6	6734.2	5936.9
Q6PIU2	Q6PIU2	NCEH1	3855.9	3037.7	4302.2	25824	35663.4
Q6PIV7	Q6PIV7	SLC25A34				4634.8	5240.7
Q6PJ69	Q6PJ69	TRIM65	4788.6	5487.6	4089.7		6540.1
Q6PJG2	Q6PJG2	MIDEAS	3841.9	4331.9	3574.6	8908.6	5026.2
Q6PJG6	Q6PJG6	BRAT1	4516.9	4739.1	4405.9	3602.4	3195.2
Q6PJI9	Q6PJI9	WDR59	9527.1	9288.1	9646.6	7979.3	11066
Q6PJT7	Q6PJT7	ZC3H14	18288.3	18323	18270.9	24527.9	13726.6
Q6PJW8	Q6PJW8	CNST	2550.2	3438.7	2180	1483.9	1872.6
Q6PK04	Q6PK04	CCDC137	805.9	893.3	769.5	3742.6	1253.2
Q6PK18	Q6PK18	OGFOD3	6752.8	6110.6	7074	7331.5	10006.9
Q6PKC3	Q6PKC3	TXNDC11	1646.6	1481.5	1729.2	3766.3	2182.2
Q6PKG0	Q6PKG0	LARP1	34491.7	36156.4	33659.4	56992.1	41199.8
Q6PL24	Q6PL24	TMED8	30240.9	40276.6	25223.1	22685.9	18947.3
Q6PML9	Q6PML9	SLC30A9	15465.6	15700.1	15348.3	23143.9	29086.1
Q6PUV4	Q6PUV4	CPLX2	2832.6	1938	3101	21825.4	10674.6
Q6QNY0	Q6QNY0	BLOC1S3	5146.1	3154.6	6141.8	13300.3	7786.4
Q6QNY1	Q6QNY1	BLOC1S2	5258.4	5267.1	5232.1		6976.5
Q6R327	Q6R327	RICTOR	7106.4	6721.7	7298.8	8926.4	5946.2
Q6RFH5	Q6RFH5	WDR74	6267.4	4922.5	6805.4	12782.1	7075.4
Q6RVD6	Q6RVD6	SPATA8					6811.5
Q6RW13	Q6RW13	AGTRAP	685.6	874.6	567.5	1113.1	924.3
Q6S8J3	Q6S8J3	POTEE	54562.9	47960	57864.4	37807.9	56218.3
Q6SA08	Q6SA08	TSSK4	34044.4	41139.4	29787.4	21827.1	15167.9
Q6SPF0	Q6SPF0	SAMD1	2922	2712.3	3026.9	2597	2189.2
Q6STE5	Q6STE5	SMARCD3	3750.5	1999.1	4451.1	3626.3	1969.7
Q6SZW1	Q6SZW1	SARM1	49125.5	55140	46118.2	34740.5	22392.2
Q6U841	Q6U841	SLC4A10	2841.9	3553.3	2453.8	4278.4	4882.7
Q6UB28	Q6UB28	METAP1D	3099.1	3414.1	2973.1	5079.9	3884.3
Q6UB35	Q6UB35	MTHFD1L	10611	9552.7	11140.2	14712.9	13851.7
Q6UB98	Q6UB98	ANKRD12	166.2	189.6	154.6	848.8	302.1
Q6UB99	Q6UB99	ANKRD11	635.4	859.9	568	854.1	482.2
Q6ULP2	Q6ULP2	AFTPH	2661.3	2833.8	2575	8613.2	3722.2
Q6UN15	Q6UN15	FIP1L1	25087.6	24107.7	25577.5	34094.8	19399.2
Q6UUV7	Q6UUV7	CRTC3	1520.2	1111.5	1706	5342.2	2131.5
Q6UUV9	Q6UUV9	CRTC1	13401.5	12638.5	13783.1	18414.5	8027.6
Q6UVK1	Q6UVK1	CSPG4	4264.6		4264.6	3401.4	4709.7
Q6UW02	Q6UW02	CYP20A1	5338.3	5395.9	5309.5	16983	10541.8
Q6UW15	Q6UW15	REG3G				2129.6	881.2
Q6UW68	Q6UW68	TMEM205	45569.7	41274.1	47717.6	97848.4	87619.9
Q6UWE0	Q6UWE0	LRSAM1	12585.3	13548.7	12103.7	12089.8	8596.7
Q6UWJ1	Q6UWJ1	TMCO3	7611.4	9587.5	6533.5	15475	13388.8
Q6UWL6	Q6UWL6	KIRREL2	4763.2	5473.7	4368.5	6553.4	4006.5
Q6UWP2	Q6UWP2	DHRS11	5584.6	5344.8	5704.4	9301	8991.7
Q6UWP7	Q6UWP7	LCLAT1	21570.1	23817.1	20446.6	21979.1	30831.3
Q6UWP8	Q6UWP8	SBSN	1452.1	1725.4	1178.8	2521.8	1426.5
Q6UWZ7	Q6UWZ7	ABRAXAS1	436.5	133.7	587.9	472.4	748.5
Q6UX04	Q6UX04	CWC27	6722.6	6807.9	6680	9555.2	5015.6
Q6UX06	Q6UX06	OLFM4	7141.4	1687.3	10777.4	9924.9	23580.1
Q6UX07	Q6UX07	DHRS13	9119.2	11248.3	8054.7	3041.9	8994.2
Q6UX72	Q6UX72	B3GNT9	752.8	1007	498.5	7519.6	5691.4
Q6UXD5	Q6UXD5	SEZ6L2	12699.8	15488.6	11305.3	13380.9	13164.1
Q6UXG2	Q6UXG2	ELAPOR1	42733.2	59814.7	34192.5	89215.5	134179.6
Q6UXH1	Q6UXH1	CRELD2	9108	11426.1	7949	31385.8	16025.8
Q6UXI9	Q6UXI9	NPNT	1627.4		1627.4		2646.3
Q6UXN9	Q6UXN9	WDR82	38883.7	39638.5	38506.2	19679.4	27381.6
Q6UXT9	Q6UXT9	ABHD15	17192.9	22007.1	14785.7	14210	16103.6
Q6UXV4	Q6UXV4	APOOL	19645	19637.5	19648.8	45371.6	23063.2
Q6V1X1	Q6V1X1	DPP8	3523.2	3386.2	3553.7	10636.2	3407.6
Q6VMQ6	Q6VMQ6	ATF7IP	3640.5	3835.2	3543.1	3443.3	2048.7
Q6VN20	Q6VN20	RANBP10	8240.8	8621.3	8050.5	13274.3	9796
Q6VY07	Q6VY07	PACS1	11134.7	10997.5	11203.3	22379.4	16051.3
Q6W4X9	Q6W4X9	MUC6	72		72	658.1	159.6
Q6WCQ1	Q6WCQ1	MPRIP	11589.4	12168	11300.1	25645.5	20928.2
Q6WKZ4	Q6WKZ4	RAB11FIP1	39009.6	47200.1	34914.4	69373.9	62557.7
Q6XE24	Q6XE24	RBMS3	5083.4	4836.1	5207	3082.4	3658.5
Q6XQN6	Q6XQN6	NAPRT	14536.2	13875.2	14866.7	31513.6	22935.9
Q6XUX3	Q6XUX3	DSTYK	4619.6	4671.1	4606.8	3135.6	5670.2
Q6Y1H2	Q6Y1H2	HACD2	4440	4695.8	4312.1	5851.1	4029.7
